Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Mami,Season 1 Main Character Intro Clip: Shahmaran,Samsung 2018 Kant-S UHD TV Smart TV,2023-01-24 15:57:33,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2331,""mediaOffsetMs"":0}]"
Mami,"Alba: Season 1: ""Chapter 11""",Samsung 2018 Kant-S UHD TV Smart TV,2023-01-24 15:57:32,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":228000},{""eventType"":""playing"",""sessionOffsetMs"":7185,""mediaOffsetMs"":228000},{""eventType"":""playing"",""sessionOffsetMs"":21201,""mediaOffsetMs"":242016},{""eventType"":""playing"",""sessionOffsetMs"":29201,""mediaOffsetMs"":250016},{""eventType"":""playing"",""sessionOffsetMs"":37201,""mediaOffsetMs"":258016},{""eventType"":""playing"",""sessionOffsetMs"":45201,""mediaOffsetMs"":266016},{""eventType"":""paused"",""sessionOffsetMs"":2712613,""mediaOffsetMs"":2928852},{""eventType"":""playing"",""sessionOffsetMs"":2717824,""mediaOffsetMs"":2928852},{""eventType"":""paused"",""sessionOffsetMs"":2727793,""mediaOffsetMs"":2938695},{""eventType"":""stopped"",""sessionOffsetMs"":2729889,""mediaOffsetMs"":2939245}]"
Mami,"Weddings, Christenings and Funerals",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:30:33,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3394,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":579685,""mediaOffsetMs"":576013},{""eventType"":""playing"",""sessionOffsetMs"":1083777,""mediaOffsetMs"":576013},{""eventType"":""paused"",""sessionOffsetMs"":3071373,""mediaOffsetMs"":2563470},{""eventType"":""playing"",""sessionOffsetMs"":3089502,""mediaOffsetMs"":2563470},{""eventType"":""paused"",""sessionOffsetMs"":3312084,""mediaOffsetMs"":2786043},{""eventType"":""playing"",""sessionOffsetMs"":4012091,""mediaOffsetMs"":2786043},{""eventType"":""paused"",""sessionOffsetMs"":8139981,""mediaOffsetMs"":6913832},{""eventType"":""playing"",""sessionOffsetMs"":8143372,""mediaOffsetMs"":6913832},{""eventType"":""paused"",""sessionOffsetMs"":8214996,""mediaOffsetMs"":6985013},{""eventType"":""stopped"",""sessionOffsetMs"":8217314,""mediaOffsetMs"":6985996}]"
Mami,"Weddings, Christenings and Funerals_hook_02_16x9",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:30:16,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1635,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":16459,""mediaOffsetMs"":14099},{""eventType"":""stopped"",""sessionOffsetMs"":18009,""mediaOffsetMs"":14809}]"
Mami,"Weddings, Christenings and Funerals_hook_02_16x9",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:30:04,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1892,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11464,""mediaOffsetMs"":9301},{""eventType"":""stopped"",""sessionOffsetMs"":13511,""mediaOffsetMs"":9301}]"
Mami,Il giorno in più_hook_primary_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:29:42,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2887,""mediaOffsetMs"":0}]"
Mami,Trailer 2: Harry & Meghan,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:29:37,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2371,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3414,""mediaOffsetMs"":801},{""eventType"":""stopped"",""sessionOffsetMs"":5351,""mediaOffsetMs"":801}]"
Mami,Trailer 2: Harry & Meghan,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:29:15,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":41185,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":53620,""mediaOffsetMs"":12104},{""eventType"":""stopped"",""sessionOffsetMs"":55921,""mediaOffsetMs"":12104}]"
Mami,Trailer 2: Harry & Meghan,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:28:37,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2561,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":20428,""mediaOffsetMs"":17606},{""eventType"":""stopped"",""sessionOffsetMs"":21925,""mediaOffsetMs"":17865}]"
Mami,Love Sorry_hook_02_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:28:23,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2905,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":13610,""mediaOffsetMs"":10525},{""eventType"":""stopped"",""sessionOffsetMs"":16011,""mediaOffsetMs"":10525}]"
Mami,The Notebook_hook_primary_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-24 15:28:21,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2714,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3116,""mediaOffsetMs"":190},{""eventType"":""stopped"",""sessionOffsetMs"":4625,""mediaOffsetMs"":350}]"
Mami,"The Crown: Season 3: ""Moondust""",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 20:34:26,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":2276,""mediaOffsetMs"":6000},{""eventType"":""stopped"",""sessionOffsetMs"":204276,""mediaOffsetMs"":208000}]"
Mami,"The Crown: Season 3: ""Tywysog Cymru""",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 19:47:57,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":366266},{""eventType"":""playing"",""sessionOffsetMs"":2976,""mediaOffsetMs"":366266},{""eventType"":""paused"",""sessionOffsetMs"":5455,""mediaOffsetMs"":367089},{""eventType"":""reposition"",""sessionOffsetMs"":9841,""mediaOffsetMs"":430000},{""eventType"":""playing"",""sessionOffsetMs"":11021,""mediaOffsetMs"":430040},{""eventType"":""paused"",""sessionOffsetMs"":2787079,""mediaOffsetMs"":3205753},{""eventType"":""stopped"",""sessionOffsetMs"":2787892,""mediaOffsetMs"":3206218}]"
Mami,"The Crown: Season 3: ""Tywysog Cymru""",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 19:41:41,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":2163,""mediaOffsetMs"":6000},{""eventType"":""paused"",""sessionOffsetMs"":363136,""mediaOffsetMs"":366407},{""eventType"":""stopped"",""sessionOffsetMs"":366443,""mediaOffsetMs"":366959}]"
Mami,"Alba: Season 1: ""Chapter 11""",Samsung 2018 Kant-S UHD TV Smart TV,2023-01-23 19:41:41,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":2419,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":20435,""mediaOffsetMs"":34016},{""eventType"":""playing"",""sessionOffsetMs"":28435,""mediaOffsetMs"":42016},{""eventType"":""playing"",""sessionOffsetMs"":36435,""mediaOffsetMs"":50016},{""eventType"":""playing"",""sessionOffsetMs"":44435,""mediaOffsetMs"":58016},{""eventType"":""paused"",""sessionOffsetMs"":160781,""mediaOffsetMs"":168860},{""eventType"":""reposition"",""sessionOffsetMs"":167074,""mediaOffsetMs"":220000},{""eventType"":""playing"",""sessionOffsetMs"":169582,""mediaOffsetMs"":218000},{""eventType"":""paused"",""sessionOffsetMs"":170790,""mediaOffsetMs"":218792},{""eventType"":""playing"",""sessionOffsetMs"":778877,""mediaOffsetMs"":218792},{""eventType"":""paused"",""sessionOffsetMs"":788586,""mediaOffsetMs"":228530},{""eventType"":""stopped"",""sessionOffsetMs"":1391302,""mediaOffsetMs"":228530}]"
Mami,"The Crown: Season 3: ""Coup""",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:58:13,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1951000},{""eventType"":""playing"",""sessionOffsetMs"":4130,""mediaOffsetMs"":1951000},{""eventType"":""paused"",""sessionOffsetMs"":8646,""mediaOffsetMs"":1947690},{""eventType"":""reposition"",""sessionOffsetMs"":17269,""mediaOffsetMs"":1540000},{""eventType"":""playing"",""sessionOffsetMs"":18211,""mediaOffsetMs"":1538200},{""eventType"":""paused"",""sessionOffsetMs"":642512,""mediaOffsetMs"":2162305},{""eventType"":""playing"",""sessionOffsetMs"":1181877,""mediaOffsetMs"":2162305},{""eventType"":""paused"",""sessionOffsetMs"":2305684,""mediaOffsetMs"":3286400},{""eventType"":""reposition"",""sessionOffsetMs"":2305684,""mediaOffsetMs"":3276518},{""eventType"":""playing"",""sessionOffsetMs"":2326135,""mediaOffsetMs"":3027320},{""eventType"":""paused"",""sessionOffsetMs"":2608965,""mediaOffsetMs"":3309972},{""eventType"":""stopped"",""sessionOffsetMs"":2610832,""mediaOffsetMs"":3310226}]"
Mami,Season 5 Moment of High Emotion Clip: The Crown,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:58:04,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2413,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":8599,""mediaOffsetMs"":5397},{""eventType"":""stopped"",""sessionOffsetMs"":10319,""mediaOffsetMs"":6182}]"
Mami,Seven Nights in Japan_hook_01_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:58:00,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2347,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2977,""mediaOffsetMs"":297},{""eventType"":""stopped"",""sessionOffsetMs"":5634,""mediaOffsetMs"":297}]"
Mami,"Limited Series Cliffhanger Clip: FIFA Uncovered: Football, Money, Power",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:57:54,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2664,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2907,""mediaOffsetMs"":66},{""eventType"":""stopped"",""sessionOffsetMs"":4592,""mediaOffsetMs"":66}]"
Mami,Season 1 Main Character Intro Clip: Inside Man,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:57:52,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2395,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2623,""mediaOffsetMs"":78},{""eventType"":""stopped"",""sessionOffsetMs"":4351,""mediaOffsetMs"":78}]"
Mami,Effie Gray_hook_01_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:57:47,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2216,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4107,""mediaOffsetMs"":1599},{""eventType"":""stopped"",""sessionOffsetMs"":6675,""mediaOffsetMs"":1599}]"
Mami,Season 1 Main Character Intro Clip: 1899,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:57:21,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2379,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":21389,""mediaOffsetMs"":18503},{""eventType"":""stopped"",""sessionOffsetMs"":23155,""mediaOffsetMs"":19013}]"
Mami,Season 2 Genre Specific Moment Clip: Sexify,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:57:11,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2968,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9596,""mediaOffsetMs"":6598},{""eventType"":""stopped"",""sessionOffsetMs"":12276,""mediaOffsetMs"":6598}]"
Mami,Plot Clip: The Swimmers,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:57:09,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2779,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2984,""mediaOffsetMs"":72},{""eventType"":""stopped"",""sessionOffsetMs"":4552,""mediaOffsetMs"":160}]"
Mami,Season 4 Informative Clip: Too Hot to Handle,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:57:00,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2727,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":8470,""mediaOffsetMs"":5604},{""eventType"":""stopped"",""sessionOffsetMs"":11217,""mediaOffsetMs"":5604}]"
Mami,Season 1 Cliffhanger Clip: La vita bugiarda degli adulti,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:56:54,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2914,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5134,""mediaOffsetMs"":2104},{""eventType"":""stopped"",""sessionOffsetMs"":7462,""mediaOffsetMs"":2104}]"
Mami,Dead to Me: Season 1 - Upper Bound Clip 6,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:56:52,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2533,""mediaOffsetMs"":0}]"
Mami,Triple 9_hook_primary_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:56:46,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2734,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2986,""mediaOffsetMs"":82},{""eventType"":""stopped"",""sessionOffsetMs"":4752,""mediaOffsetMs"":82}]"
Mami,Genre Specific Moment Clip 2: Dog Gone,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:56:29,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2204,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":16318,""mediaOffsetMs"":13803},{""eventType"":""stopped"",""sessionOffsetMs"":18641,""mediaOffsetMs"":13803}]"
Mami,Closer_hook_primary_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:56:25,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3071,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3271,""mediaOffsetMs"":66},{""eventType"":""stopped"",""sessionOffsetMs"":4845,""mediaOffsetMs"":156}]"
Mami,Season 1 Genre Specific Moment Clip: The Recruit,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:56:17,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3576,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":7954,""mediaOffsetMs"":4301},{""eventType"":""stopped"",""sessionOffsetMs"":10210,""mediaOffsetMs"":4301}]"
Mami,Season 1 Main Character Intro Clip: Vikings: Valhalla,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:56:14,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2365,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2578,""mediaOffsetMs"":96},{""eventType"":""stopped"",""sessionOffsetMs"":4975,""mediaOffsetMs"":96}]"
Mami,Season 4 Moment of High Emotion Clip: Manifest,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:34,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3967,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":15901,""mediaOffsetMs"":12012},{""eventType"":""playing"",""sessionOffsetMs"":19887,""mediaOffsetMs"":16016},{""eventType"":""playing"",""sessionOffsetMs"":24025,""mediaOffsetMs"":20020},{""eventType"":""paused"",""sessionOffsetMs"":36877,""mediaOffsetMs"":32586},{""eventType"":""stopped"",""sessionOffsetMs"":37655,""mediaOffsetMs"":32958}]"
Mami,Season 3 Supporting Character Clip: Emily in Paris,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:32,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2782,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3053,""mediaOffsetMs"":95},{""eventType"":""stopped"",""sessionOffsetMs"":4597,""mediaOffsetMs"":220}]"
Mami,Season 1Season 1 Moment of High Emotion Clip: Machos alfa,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:30,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2406,""mediaOffsetMs"":0}]"
Mami,The Last Incubus_hook_03_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:26,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2954,""mediaOffsetMs"":0}]"
Mami,Season 1 Trailer: Shanty Town,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:22,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2435,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3697,""mediaOffsetMs"":1003},{""eventType"":""stopped"",""sessionOffsetMs"":5913,""mediaOffsetMs"":1003}]"
Mami,Season 1 Character Intro Clip: Bling Empire: New York,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:15,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4261,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":7045,""mediaOffsetMs"":2624},{""eventType"":""stopped"",""sessionOffsetMs"":9472,""mediaOffsetMs"":2624}]"
Mami,Alchemy of Souls: Season 1_hook_primary_16x9,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:12,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2928,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3177,""mediaOffsetMs"":91},{""eventType"":""stopped"",""sessionOffsetMs"":5366,""mediaOffsetMs"":91}]"
Mami,Season 1 Inciting Incident Clip: That '90s Show,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:55:03,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2687,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":8164,""mediaOffsetMs"":5292},{""eventType"":""stopped"",""sessionOffsetMs"":10962,""mediaOffsetMs"":5292}]"
Mami,"Weddings, Christenings and Funerals_hook_primary_16x9",LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:54:13,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2431,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":38522,""mediaOffsetMs"":35514},{""eventType"":""stopped"",""sessionOffsetMs"":39457,""mediaOffsetMs"":36060}]"
Mami,Season 4 Inciting Incident Clip: Fauda,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:54:01,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1866,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4372,""mediaOffsetMs"":2006},{""eventType"":""playing"",""sessionOffsetMs"":6186,""mediaOffsetMs"":2006},{""eventType"":""paused"",""sessionOffsetMs"":9989,""mediaOffsetMs"":5953},{""eventType"":""stopped"",""sessionOffsetMs"":12766,""mediaOffsetMs"":5953}]"
Mami,Season 4 Inciting Incident Clip: Fauda,LG 2018 Mstar M3 Standard DTV Smart TV,2023-01-23 18:53:40,RO,"[{""eventType"":""start"",""sessionOffsetMs"":13290,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":14242,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":21076,""mediaOffsetMs"":6531},{""eventType"":""stopped"",""sessionOffsetMs"":22713,""mediaOffsetMs"":6829}]"
Mami,"Alba: Season 1: ""Chapter 10""",Samsung 2018 Kant-S UHD TV Smart TV,2023-01-23 18:52:42,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":2269,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":20285,""mediaOffsetMs"":34016},{""eventType"":""playing"",""sessionOffsetMs"":28285,""mediaOffsetMs"":42016},{""eventType"":""playing"",""sessionOffsetMs"":36285,""mediaOffsetMs"":50016},{""eventType"":""playing"",""sessionOffsetMs"":44285,""mediaOffsetMs"":58016},{""eventType"":""paused"",""sessionOffsetMs"":119723,""mediaOffsetMs"":128049},{""eventType"":""reposition"",""sessionOffsetMs"":124350,""mediaOffsetMs"":170000},{""eventType"":""playing"",""sessionOffsetMs"":125410,""mediaOffsetMs"":170000},{""eventType"":""paused"",""sessionOffsetMs"":2939547,""mediaOffsetMs"":2984111},{""eventType"":""stopped"",""sessionOffsetMs"":2941388,""mediaOffsetMs"":2984396}]"
Mami,"Alba: Season 1: ""Chapter 9""",Samsung 2018 Kant-S UHD TV Smart TV,2023-01-23 18:05:18,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":2202,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":20218,""mediaOffsetMs"":34016},{""eventType"":""playing"",""sessionOffsetMs"":28218,""mediaOffsetMs"":42016},{""eventType"":""playing"",""sessionOffsetMs"":36218,""mediaOffsetMs"":50016},{""eventType"":""playing"",""sessionOffsetMs"":44218,""mediaOffsetMs"":58016},{""eventType"":""paused"",""sessionOffsetMs"":243874,""mediaOffsetMs"":252283},{""eventType"":""reposition"",""sessionOffsetMs"":252326,""mediaOffsetMs"":310000},{""eventType"":""playing"",""sessionOffsetMs"":254344,""mediaOffsetMs"":306320},{""eventType"":""playing"",""sessionOffsetMs"":278040,""mediaOffsetMs"":330016},{""eventType"":""playing"",""sessionOffsetMs"":286040,""mediaOffsetMs"":338016},{""eventType"":""playing"",""sessionOffsetMs"":294040,""mediaOffsetMs"":346016},{""eventType"":""playing"",""sessionOffsetMs"":302040,""mediaOffsetMs"":354016},{""eventType"":""paused"",""sessionOffsetMs"":2844293,""mediaOffsetMs"":2895809},{""eventType"":""stopped"",""sessionOffsetMs"":2846082,""mediaOffsetMs"":2896188}]"
Mami,"Alba: Season 1: ""Chapter 8""",Samsung 2018 Kant-S UHD TV Smart TV,2023-01-23 17:59:26,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2732374},{""eventType"":""playing"",""sessionOffsetMs"":3429,""mediaOffsetMs"":2732374},{""eventType"":""playing"",""sessionOffsetMs"":17071,""mediaOffsetMs"":2746016},{""eventType"":""playing"",""sessionOffsetMs"":25071,""mediaOffsetMs"":2754016},{""eventType"":""playing"",""sessionOffsetMs"":33071,""mediaOffsetMs"":2762016},{""eventType"":""playing"",""sessionOffsetMs"":41071,""mediaOffsetMs"":2770016},{""eventType"":""paused"",""sessionOffsetMs"":352349,""mediaOffsetMs"":3076716},{""eventType"":""stopped"",""sessionOffsetMs"":354114,""mediaOffsetMs"":3077190}]"
Mami,"Alba: Season 1: ""Chapter 8""",Samsung 2018 Kant-S UHD TV Smart TV,2023-01-23 16:25:37,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":917000},{""eventType"":""playing"",""sessionOffsetMs"":4633,""mediaOffsetMs"":917000},{""eventType"":""playing"",""sessionOffsetMs"":25649,""mediaOffsetMs"":938016},{""eventType"":""playing"",""sessionOffsetMs"":33649,""mediaOffsetMs"":946016},{""eventType"":""playing"",""sessionOffsetMs"":41649,""mediaOffsetMs"":954016},{""eventType"":""playing"",""sessionOffsetMs"":49649,""mediaOffsetMs"":962016},{""eventType"":""paused"",""sessionOffsetMs"":1017610,""mediaOffsetMs"":1926118},{""eventType"":""playing"",""sessionOffsetMs"":1133140,""mediaOffsetMs"":1926118},{""eventType"":""paused"",""sessionOffsetMs"":1940001,""mediaOffsetMs"":2733069},{""eventType"":""stopped"",""sessionOffsetMs"":5541559,""mediaOffsetMs"":2733069}]"
Mami,Season 4 Inciting Incident Clip: Fauda,Samsung 2018 Kant-S UHD TV Smart TV,2023-01-23 06:54:33,RO,[]
